,590b8480dd09cc0011aa79cd_PM10,591ecdc251d3460011651ffa_PM10,592ca4b851d3460011ea2636_PM10,593458ddad0fa30011ea0962_PM10,5936c52aad0fa30011033d68_PM10,594c01c7be77820011792181_PM10,595178fb94f0520011e083ed_PM10,5984c712e3b1fa001069150d_PM10,5998a7bad67eb500114b7d7b_PM10,599f3364d67eb50011b85cd4_PM10,59b9030bd67eb500117a3ff2_PM10,59c7c253d67eb500117e0bf2_PM10,59d10f6f66f66a0010fde34f_PM10,59f8af62356823000fcc4610_PM10,59f8d1fb356823000fcef14c_PM10,59fe4c93d13da400100069b2_PM10,59ff7429d13da40010178baf_PM10,5a0186f603a566000f657116_PM10,5a1185849fd3c200118188b3_PM10,5a414a7cfaf306000fbb6b9b_PM10,5a524c69fa02ec000fe2a960_PM10,5a57e3692b734700103d5e5d_PM10,5a5ade44999d43001bb1eff1_PM10,5a746c9d29b729001acaa18d_PM10,5a771c8829b729001a158747_PM10,5a7ebe55398b8200117cd3ac_PM10,5a7f2eb1398b82001189eb69_PM10,5a8c3d36bc2d4100190c49ff_PM10,5a914cfabc2d410019af575a_PM10,5a915e10bc2d410019b1955c_PM10,5aa68042396417001bcc3503_PM10,5abd607d850005001b23d869_PM10,5ad02a90223bd8001989ff63_PM10,5af4b3c3223bd80019284e99_PM10,5afdcb33223bd8001995fb25_PM10,5b116f734cd32e0019d35cff_PM10,5b4898475dc1ec001b8e0747_PM10,5b4c88275dc1ec001b3c3bc6_PM10,5b5e071441718300198cc5f4_PM10,5b905c477c519100194292dd_PM10,5b9b909c7c519100194b8a98_PM10,5ba398fde62474001909bac5_PM10,5bba72b1043f3f001b38f1c3_PM10,5bd56bac6a8607001b9bca2d_PM10,5bf50e2786a6b500192f8fa6_PM10,5bf8372e86f11b001aae61a1_PM10,5bf8373386f11b001aae6280_PM10,5bf8379d86f11b001aae79d1_PM10,5bf837bf86f11b001aae7f84_PM10,5bf93b1ba8af82001afbee81_PM10,5bf93bd1a8af82001afc12e0_PM10,5bf93be1a8af82001afc156a_PM10,5bf93bf4a8af82001afc18d2_PM10,5bf93c3fa8af82001afc2a13_PM10,5bf93c42a8af82001afc2a99_PM10,5bf93d62a8af82001afc650d_PM10,5c01676accc67b001c89f9f1_PM10,5c016861ccc67b001c8a2d3b_PM10,5c01686bccc67b001c8a2eff_PM10,5c016888ccc67b001c8a3467_PM10,5c0e923e919bf8001abda1de_PM10,5c1d220a919bf8001ad93502_PM10,5c253d5e919bf8001a8b9946_PM10,5c2bca0e2c80100019218e6f_PM10,5c2bcf2f2c8010001922b051_PM10,5c30e2262c8010001936858a_PM10,5c32a21b2c8010001993c092_PM10,5c377effc4c2f3001942a94a_PM10,5c4504141b7ca80019395c8b_PM10,5c5d8176c6ca900019c8b205_PM10,5c63e867a100840019ccc9ca_PM10,5c67ef61a100840019d0afb4_PM10,5c6888e1a100840019f64119_PM10,5c7284849e675600196c6ec3_PM10,5c769694973d19001aea4806_PM10,5c8aab08922ca900191ed651_PM10,5c90e2d3922ca90019ec61b3_PM10,5ca4d598cbf9ae001a53051c_PM10,5cacc12c3680f2001b7a20f5_PM10,5cb620dfc9e9ab001a565a6c_PM10,5cbcc42d796ef6001a5b18cd_PM10,5cd5576eff898b001a1f1d04_PM10,5cd85821ff898b001af92458_PM10,5cd9440aff898b001a3ba6c4_PM10,5cec301130705e001a93b11f_PM10,5cf9874107460b001b828c60_PM10,5cfae181a1ba9f001a19d77f_PM10,5d0600b383fbe0001ad76763_PM10,5d091cf583fbe0001ab57cac_PM10,5d0b16ac83fbe0001a42d15b_PM10,5d0bc7eb30bde6001a17e29b_PM10,5d0e0ea130bde6001abb320c_PM10,5d21ecb930bde6001a74a9d5_PM10,5d22049e30bde6001a7ba656_PM10,5d2818e330bde6001a43382c_PM10,5d4e740a953683001a213b8f_PM10,5d5929a0953683001a26e017_PM10,5d5a8d95953683001a8a888e_PM10,5d6be990953683001a7b3c03_PM10,5d6d8d6b953683001af59ce2_PM10,5d6e465a953683001a2b62c7_PM10,5d78d019953683001a3ef926_PM10,5d78d78f953683001a412c22_PM10,5d821912953683001af1f77a_PM10,5d8219d2953683001af23042_PM10,5d8a549d5f3de0001a7c3509_PM10,5d8c68775f3de0001a181ff2_PM10,5d8e1cc45f3de0001a985096_PM10,5d9ef41e25683a001ad916c7_PM10,5d9f216425683a001ae684cf_PM10,5da0a27f25683a001a59271d_PM10,5da202ac25683a001ac232e9_PM10,5db731982a6cca001a6ca4ba_PM10,5dbddb15a68df4001a82fe5d_PM10,5dbf1a8ca68df4001adead33_PM10,5dc5d2d37d4ff7001ac78624_PM10,5dcbe2d1306947001a2c353f_PM10,5dd810224ec04e001a2212a3_PM10,5dda63156e5e9f001a6c8869_PM10,5ded15e22b3516001a35dad2_PM10,5df7d5ed3a2923001fa29be6_PM10,5e0089a35b8d95001a868e0f_PM10,5e02b67d475fc6001a132e36_PM10,5e07550d8c8053001a9fe669_PM10,5e078ec58c8053001ab19512_PM10,5e0ba32b7c9a10001ac5ca69_PM10,5e10d5bab0c088001bf1d26d_PM10,5e127d1fe5e60c001a89aba4_PM10
2019-12-01 00:00:00+01:00,30.886999999999993,38.35521739130434,3.5042857142857136,,13.988181818181818,13.732380952380952,,25.705454545454543,18.320454545454545,25.055624999999996,7.121428571428571,,28.171428571428574,13.062857142857142,9.536363636363639,14.86809523809524,8.082857142857142,10.143333333333329,8.203636363636365,,15.81,22.176190476190477,17.214347826086957,,5.0120000000000005,4.196610169491525,9.180434782608698,14.133636363636366,10.055,0.20909090909090908,7.681499999999998,19.301818181818184,16.968888888888888,26.804117647058828,11.833636363636362,11.9,13.258,16.031363636363636,14.223999999999998,13.03095238095238,14.824736842105262,,,13.97181818181818,51.59521739130435,12.331666666666669,0.1149999999999999,,0.008333333333333333,25.435,,0.0,0.11333333333333324,,0.021666666666666667,4.423333333333333,0.21166666666666648,0.12333333333333325,13.766666666666667,9.531666666666668,2.8866666666666663,18.944999999999997,18.285000000000004,14.37277777777778,10.331739130434782,6.537272727272728,15.263181818181819,,15.025238095238096,28.94818181818182,15.18590909090909,12.610000000000001,17.288,29.119999999999997,24.9,15.410476190476183,37.74772727272727,19.606122448979583,,,,7.538333333333337,,20.159999999999997,22.55380952380952,21.839523809523808,35.914545454545454,,,,10.065238095238097,23.676315789473687,20.324000000000005,2.6654545454545455,24.972380952380952,17.421,,,,19.044999999999998,6.178000000000001,20.523809523809522,15.468095238095238,,,20.173181818181817,,,27.087727272727275,15.000425531914898,24.275000000000002,20.024545454545454,,,15.1685,23.550952380952385,22.131500000000006,16.585714285714285,,,,,,,,,,
2019-12-01 01:00:00+01:00,25.057222222222222,32.964999999999996,3.1089473684210525,5.396249999999999,16.036,15.711176470588237,,27.083499999999997,25.078421052631587,27.923428571428566,7.171499999999999,,31.24285714285714,15.034210526315785,8.442727272727273,19.097894736842107,8.883684210526315,14.164999999999997,11.67578947368421,,25.35,26.075,20.366666666666667,,6.590833333333332,4.383333333333335,9.683157894736842,14.239444444444448,11.126666666666665,0.16363636363636366,10.295,19.149090909090912,22.875625,24.543333333333333,13.345499999999998,17.510526315789473,14.358947368421052,18.01105263157895,18.028333333333332,14.976111111111111,17.2365,,,14.785999999999998,38.42157894736842,16.629999999999995,0.07333333333333333,,0.011666666666666665,32.33,,0.0,0.11499999999999992,,0.02833333333333334,3.9999999999999996,0.2083333333333333,0.12166666666666659,14.571666666666667,11.254999999999999,2.848333333333333,21.51333333333334,24.33117647058824,16.177647058823528,12.196666666666667,7.590454545454545,16.228421052631585,,11.569411764705881,32.03727272727272,15.252941176470586,14.577000000000002,19.478333333333335,34.754615384615384,,23.213157894736845,43.254705882352944,21.863265306122447,,,,9.376666666666669,,27.521052631578947,22.662777777777777,24.737894736842104,34.93631578947368,,,,12.969444444444445,29.848000000000003,18.90529411764706,2.7886363636363636,22.054117647058824,17.986363636363638,,,,23.336,6.161224489795919,25.132105263157893,20.222105263157893,,,22.82052631578948,,,32.88000000000001,15.295116279069767,23.550000250000004,30.45,,,13.542352941176473,32.78699999999999,23.2,20.674117647058818,,,,,,,,,,
2019-12-01 02:00:00+01:00,33.938947368421054,43.53363636363637,7.005263157894737,6.857058823529411,24.503636363636364,20.476111111111113,,33.65736842105263,29.752631578947376,39.75285714285714,7.242105263157896,,30.705,18.147368421052636,8.983636363636363,31.296842105263156,11.122000000000002,24.145000000000003,15.763999999999996,,38.68875,35.108421052631584,24.24363636363636,,9.163333333333334,4.803333333333331,12.0555,18.12421052631579,12.965,0.19636363636363638,14.048421052631577,26.689999999999998,28.223125,31.180666666666664,17.41105263157895,33.33736842105264,18.591578947368422,22.723499999999998,24.226470588235294,19.52235294117647,27.209473684210526,,,21.80181818181818,50.3815,20.41,0.0666666666666667,,0.011666666666666665,56.501666666666665,,0.0,0.10999999999999992,,0.03000000000000001,4.896666666666666,0.2083333333333332,0.10499999999999993,18.274999999999995,16.636666666666667,2.781666666666667,29.12833333333333,35.7370588235294,22.381875000000004,12.79,8.905238095238094,22.652631578947368,,7.902222222222225,34.66,23.652222222222225,16.009999999999998,46.75299999999999,40.67083333333333,35.52,29.718947368421055,61.253333333333345,27.899999999999995,,,,14.641666666666664,,42.711999999999996,33.55368421052632,33.11631578947369,41.8335,,,,16.630000000000003,41.49105263157894,,3.0125,23.415882352941175,25.133000000000003,,,,34.28842105263158,9.497916666666667,34.39,34.98210526315789,,,31.36894736842105,,,40.01526315789474,23.4397619047619,31.375,21.811000000000003,,,14.87294117647059,47.5121052631579,31.057,31.61333333333333,,,,,,,,,,
2019-12-01 03:00:00+01:00,52.98739130434783,60.342173913043474,2.963636363636364,6.827083333333332,32.916666666666664,32.55608695652174,,61.20958333333335,43.623333333333335,52.716851851851835,7.662173913043477,,50.19375,24.35521739130435,9.687272727272727,40.2195652173913,13.860869565217389,28.916949152542372,20.526086956521738,,51.824285714285715,49.974583333333335,32.93086956521739,,14.117500000000001,5.046666666666666,15.37708333333333,26.06782608695652,20.9,0.6090909090909091,14.258695652173914,33.68416666666667,32.131052631578946,54.0664705882353,21.426521739130436,52.80565217391304,28.308181818181822,31.916956521739127,32.93130434782608,30.891250000000003,32.27708333333334,,,33.42,89.65333333333335,27.83333333333333,0.08166666666666668,,0.008333333333333333,80.04833333333335,,0.0,0.12166666666666658,,0.02,6.786666666666667,0.21666666666666662,0.11499999999999995,24.286666666666676,21.843333333333337,2.926666666666667,41.370000000000005,44.60375000000001,31.576315789473682,15.7105,10.822499999999998,31.563478260869566,,5.738260869565217,40.76454545454545,34.83913043478261,28.13,61.918749999999996,48.034,,68.29391304347826,93.18333333333334,45.24799999999999,,,,18.285000000000004,,52.49130434782609,61.74136363636364,49.04391304347826,66.7686956521739,,,,21.342083333333335,53.463636363636354,,3.1982758620689644,23.226250000000004,41.455833333333324,,,,49.28652173913043,11.953061224489794,55.5391304347826,44.9675,,,41.25636363636364,,,56.59374999999999,27.113018867924538,43.94999975,23.84583333333333,,,17.143913043478264,57.337272727272754,45.953913043478266,41.23181818181818,,,,,,,,,,
2019-12-01 04:00:00+01:00,60.88,69.41227272727274,2.776818181818182,7.459047619047617,38.553000000000004,40.839090909090906,,86.07761904761907,39.60521739130434,68.26181818181819,7.544285714285714,,71.28333333333333,28.083499999999997,11.887272727272727,47.36,14.695500000000001,34.87457627118644,24.952272727272724,,59.27733333333334,54.44409090909092,37.787000000000006,,17.055,5.059649122807018,20.645714285714284,31.4375,33.03272727272726,0.27,19.67590909090909,57.476,37.04058823529412,79.69937499999999,32.289523809523814,50.82,37.96045454545453,43.94714285714286,32.693,35.976666666666674,38.76727272727273,,,30.84,109.59217391304345,42.111864406779674,0.08245614035087719,,0.001724137931034483,101.53275862068963,,0.0,0.11851851851851845,,0.02678571428571429,7.012068965517239,0.21272727272727252,0.11509433962264144,31.020338983050834,27.481355932203392,3.1896551724137927,56.65254237288136,40.915238095238095,37.44,18.99857142857143,14.239047619047613,34.25434782608695,,5.218095238095238,51.78181818181818,25.53,24.341,63.02555555555554,57.96928571428572,,43.03333333333334,202.32181818181823,56.79999999999999,,,,23.241666666666667,,59.69681818181819,71.86636363636363,60.19499999999999,74.07000000000001,,,,21.92571428571429,64.667,,3.292857142857144,35.167142857142856,47.763,,,,60.87666666666666,14.808163265306119,80.45142857142856,52.76909090909091,,,51.77227272727273,,,63.60227272727272,33.48060000000001,67.02499975,38.150000000000006,,,35.21,69.44142857142857,54.47181818181818,48.78238095238095,,,,,,,,,,
2019-12-01 05:00:00+01:00,,62.42125000000001,3.573913043478261,4.656250000000001,37.89666666666667,49.90454545454545,,84.09869565217392,34.77434782608695,65.29607843137256,7.468695652173914,,76.95,35.055,11.367272727272727,43.65,19.71260869565217,33.796610169491515,29.079090909090905,,49.49000000000001,91.30173913043478,62.859583333333326,,19.487500000000004,4.858333333333334,21.64739130434783,38.43681818181818,42.63166666666665,0.1818181818181818,30.097391304347827,64.2075,69.7778947368421,100.01647058823531,32.873913043478254,53.17391304347826,36.90217391304348,49.91347826086957,37.19954545454545,40.185217391304356,39.23173913043478,,,26.953333333333333,120.37478260869567,48.5508474576271,0.057627118644067825,,0.02,98.03275862068963,,0.0,0.11166666666666658,,0.02833333333333334,8.208333333333334,0.23166666666666658,0.12833333333333327,34.614999999999995,29.647457627118648,3.142372881355932,57.22000000000001,35.84428571428571,48.84789473684211,26.67227272727272,17.594347826086956,41.93166666666667,,4.102173913043478,61.537272727272715,,22.258181818181814,87.32555555555555,67.61571428571428,,28.08791666666667,173.61772727272725,74.96666666666667,,,,26.12,,48.78130434782609,60.725000000000016,71.42590909090909,101.07,,,,26.394583333333333,75.11782608695653,,3.5543859649122806,59.47458333333333,64.00545454545455,,,,78.74652173913044,16.821739130434786,73.32874999999999,49.557391304347824,,,53.5195652173913,,,82.69347826086957,35.45509433962263,92.32499875,85.46833333333336,,,38.95086956521739,71.43521739130433,63.55863636363636,58.73826086956523,,,,,,,,,,
2019-12-01 06:00:00+01:00,,58.59833333333333,3.7070833333333337,4.116086956521738,36.46,42.285833333333336,,68.59541666666668,33.75833333333334,60.13054545454547,7.957916666666666,,66.36714285714285,36.72652173913044,12.116666666666667,43.38869565217392,28.5675,33.27833333333335,27.476956521739133,,40.915,78.92791666666668,56.96958333333333,,19.996666666666666,4.8916666666666675,23.00999999999999,42.75260869565218,56.79833333333332,0.22750000000000004,27.88041666666666,71.63083333333333,50.114736842105266,89.84555555555556,36.87666666666666,57.97875,36.889166666666675,51.30833333333334,37.50458333333334,47.027083333333316,36.871249999999996,,,26.694166666666664,130.8852,35.483333333333334,0.05166666666666667,,0.03500000000000001,80.23166666666667,,0.0,0.12833333333333327,,0.040000000000000015,8.078333333333333,0.2133333333333331,0.11999999999999993,35.566666666666656,30.173333333333332,3.108474576271187,59.37118644067796,35.73083333333333,51.824,22.015,18.537499999999998,45.065652173913044,,3.5479166666666675,65.93916666666667,,22.814545454545456,79.6676923076923,73.46866666666668,63.33,28.12875,144.2472727272727,76.69183673469387,,,,25.35593220338984,,42.314166666666665,44.54000000000001,71.91500000000002,98.66624999999999,,,,26.924782608695647,81.275,,3.7482758620689647,56.2925,77.69727272727272,,,,83.24624999999999,18.504255319148935,62.99083333333332,43.57826086956521,,,45.326250000000016,,,83.05374999999998,39.99333333333334,83.125,79.67833333333334,,,36.243913043478265,79.66666666666667,70.70478260869565,58.762083333333344,,,,,,,,,,
2019-12-01 07:00:00+01:00,,46.42083333333332,3.212500000000001,3.9964000000000004,31.56833333333334,39.36166666666666,,66.74791666666667,36.614999999999995,50.30625,9.273333333333335,,64.05571428571429,34.58541666666667,15.380000000000003,46.705000000000005,23.920416666666664,30.66333333333334,27.171666666666667,,43.38888888888889,62.16041666666664,46.140833333333326,,18.95615384615385,4.391525423728812,26.604583333333334,47.077391304347834,59.698333333333345,0.29666666666666675,28.43875,63.615833333333335,47.232000000000006,72.95388888888888,44.82666666666666,61.63249999999999,39.017500000000005,48.392083333333346,37.653749999999995,43.68375,37.106249999999996,,,26.900000000000002,163.2312,32.00333333333334,0.08666666666666663,,0.03000000000000001,72.75500000000001,,0.0,0.12622950819672124,,0.036666666666666674,8.518333333333333,0.2149999999999998,0.11166666666666657,46.54666666666667,27.208333333333332,3.0316666666666667,89.08000000000003,36.954583333333325,45.64052631578948,26.8725,15.945833333333333,45.44875,,4.614583333333333,63.685,,19.08909090909091,113.33818181818182,69.994,,29.77625,98.58652173913042,62.21999999999999,,,,25.668333333333337,,44.36000000000001,46.385,57.38913043478261,90.12291666666665,,,,27.316000000000003,74.18125,79.6540350877193,3.791228070175439,63.74625,80.19166666666668,,,,71.10208333333334,16.306122448979597,65.80625,48.35318181818182,,,38.9475,,,81.56541666666668,48.50163636363635,74.77499975,68.38083333333334,,,37.01625,92.77458333333333,71.69130434782609,53.40749999999999,,,,,,,,,,
2019-12-01 08:00:00+01:00,,45.501250000000006,3.4929166666666673,4.14217391304348,31.430909090909093,30.03478260869565,,50.17500000000001,45.844166666666666,48.366545454545445,7.419130434782609,,58.17857142857144,28.160833333333343,14.742727272727274,40.96041666666667,25.44,30.28166666666667,20.69909090909091,,44.43,47.30217391304348,37.742727272727265,,20.46333333333333,4.252542372881355,27.37347826086956,37.89000000000001,50.172881355932184,0.24818181818181823,28.450869565217396,50.26,51.872352941176466,58.33470588235295,38.13,67.31666666666666,33.85458333333333,41.77826086956521,30.645000000000003,31.307826086956517,30.882173913043477,,,25.549999999999997,111.04826086956524,29.213333333333328,0.05333333333333336,,0.026666666666666672,63.09500000000001,,0.0,0.11666666666666657,,0.038333333333333344,18.014999999999997,0.20666666666666647,0.11999999999999997,41.879999999999995,22.889999999999997,3.0733333333333333,70.01,37.133913043478266,34.3805,22.216250000000002,14.176249999999996,32.52791666666666,,3.5431818181818175,51.79500000000001,,21.305833333333336,106.69583333333334,55.955714285714286,,30.75478260869565,65.18782608695652,48.3744680851064,,,,21.608333333333324,,44.51173913043478,46.93478260869565,44.40208333333333,71.27772727272728,,,,23.002173913043475,58.942608695652176,71.22666666666666,3.4072727272727272,94.12434782608695,60.32363636363636,,,,54.57695652173914,12.395918367346937,58.29291666666668,43.375652173913046,,,36.488181818181815,,,59.70541666666667,49.27500000000001,54.6000015,63.92090909090908,,,34.75565217391305,105.77652173913042,45.813,41.424347826086944,,,,,,,,,,
2019-12-01 09:00:00+01:00,,48.88833333333334,4.824166666666668,4.7775,33.05583333333333,31.153478260869566,,45.81916666666667,49.735833333333325,46.89946428571427,7.793333333333333,,45.44714285714286,26.13782608695652,18.424166666666668,41.138749999999995,28.136250000000004,32.14,24.170416666666668,,39.79555555555555,38.693333333333335,29.348333333333333,,29.2925,4.4135593220339,20.236666666666665,31.1295652173913,34.89666666666666,0.39999999999999997,24.199166666666667,50.57166666666666,43.185500000000005,43.984705882352934,27.201249999999998,51.20041666666666,27.703749999999996,36.90521739130434,26.237826086956527,33.08291666666666,30.78791666666667,,,28.16916666666667,69.38719999999999,23.588333333333328,0.08833333333333333,,0.08392857142857142,64.66999999999999,,0.0,0.12166666666666659,,0.036666666666666674,34.40666666666667,0.18666666666666654,0.10499999999999991,32.099999999999994,23.446666666666662,2.821666666666666,50.88666666666667,52.28565217391303,30.904210526315786,20.27375,12.34625,32.472173913043484,,13.042272727272728,44.533636363636354,,17.8,101.02833333333335,53.15066666666666,,38.39333333333334,51.3091304347826,41.32291666666668,,,,23.306666666666665,,37.160833333333336,49.9175,47.29260869565216,56.51608695652173,,,,18.213333333333328,59.90499999999998,63.215263157894725,3.5321428571428575,63.88826086956522,58.26250000000001,,,,61.11291666666667,13.170212765957444,47.18541666666667,42.06749999999999,,,36.36863636363637,,,46.46434782608696,41.72636363636364,48.8999995,43.01333333333333,,,23.116249999999997,79.06833333333333,40.750416666666666,44.57750000000001,,,,,,,,,,
