,590b8480dd09cc0011aa79,592ca4b851d3460011ea26,5936c52aad0fa30011033d,594c01c7be778200117921,595178fb94f0520011e083,5984c712e3b1fa00106915,5998a7bad67eb500114b7d,599f3364d67eb50011b85c,59b9030bd67eb500117a3f,59d10f6f66f66a0010fde3,59f8af62356823000fcc46,59f8d1fb356823000fcef1,59fe4c93d13da400100069,59ff7429d13da40010178b,5a1185849fd3c200118188,5a414a7cfaf306000fbb6b,5a524c69fa02ec000fe2a9,5a57e3692b734700103d5e,5a5ade44999d43001bb1ef,5a746c9d29b729001acaa1,5a771c8829b729001a1587,5a7f2eb1398b82001189eb,5a8c3d36bc2d4100190c49,5a914cfabc2d410019af57,5a915e10bc2d410019b195,5aa68042396417001bcc35,5ad02a90223bd8001989ff,5af4b3c3223bd80019284e,5afdcb33223bd8001995fb,5b116f734cd32e0019d35c,5b4898475dc1ec001b8e07,5b4c88275dc1ec001b3c3b,5b8e853d7c51910019ec9d,5b905c477c519100194292,5ba398fde62474001909ba,5bba72b1043f3f001b38f1,5bf50e2786a6b500192f8f,5bf8372e86f11b001aae61,5bf8373386f11b001aae62,5bf8379d86f11b001aae79,5bf837bf86f11b001aae7f,5bf93b1ba8af82001afbee,5bf93b63a8af82001afbfb,5bf93bd1a8af82001afc12,5bf93be1a8af82001afc15,5bf93bf4a8af82001afc18,5bf93c3fa8af82001afc2a,5bf93c42a8af82001afc2a,5bf93d62a8af82001afc65,5c01676accc67b001c89f9,5c016861ccc67b001c8a2d,5c016888ccc67b001c8a34,5c0e923e919bf8001abda1,5c1d220a919bf8001ad935,5c253d5e919bf8001a8b99,5c2bca0e2c80100019218e,5c32a21b2c8010001993c0,5c377effc4c2f3001942a9,5c4504141b7ca80019395c,5c5d8176c6ca900019c8b2,5c63e867a100840019ccc9,5c67ef61a100840019d0af,5c6888e1a100840019f641,5c7284849e675600196c6e,5c769694973d19001aea48,5c8aab08922ca900191ed6,5ca4d598cbf9ae001a5305,5cacc12c3680f2001b7a20,5cbcc42d796ef6001a5b18,5cd5576eff898b001a1f1d,5cd85821ff898b001af924,5cd9440aff898b001a3ba6,5cec301130705e001a93b1,5cf9874107460b001b828c,5cfae181a1ba9f001a19d7,5d0600b383fbe0001ad767,5d091cf583fbe0001ab57c,5d0b16ac83fbe0001a42d1,5d0bc7eb30bde6001a17e2,5d0e0ea130bde6001abb32,5d21ecb930bde6001a74a9,5d2818e330bde6001a4338,5d4e740a953683001a213b,5d5929a0953683001a26e0,5d5a8d95953683001a8a88,5d6be990953683001a7b3c,5d6d8d6b953683001af59c,5d6e465a953683001a2b62,5d78d019953683001a3ef9,5d78d78f953683001a412c,5d821912953683001af1f7,5d8219d2953683001af230,5d8a549d5f3de0001a7c35,5d8e1cc45f3de0001a9850,5d9ef41e25683a001ad916,5d9f216425683a001ae684,5da0a27f25683a001a5927,5da202ac25683a001ac232,5db731982a6cca001a6ca4,5dbddb15a68df4001a82fe,5dbf1a8ca68df4001adead,5dc5d2d37d4ff7001ac786,5dcbe2d1306947001a2c35,5dd810224ec04e001a2212,5ded15e22b3516001a35da,5df7d5ed3a2923001fa29b,5e0089a35b8d95001a868e,5e02b67d475fc6001a132e,5e07550d8c8053001a9fe6,5e078ec58c8053001ab195,5e0ba32b7c9a10001ac5ca,5e10d5bab0c088001bf1d2,5e127d1fe5e60c001a89ab,5e14e11ae5e60c001a4e57
2019-11-20 00:00:00+01:00,6.504347826086957,17.63333333333333,8.366666666666665,6.051739130434783,6.485714285714287,6.1416666666666675,9.525416666666667,5.915789473684208,6.976250000000001,5.441428571428572,7.256521739130433,17.900000000000006,7.692500000000003,4.904166666666668,9.758333333333333,,5.4523809523809526,6.2624999999999975,,,7.091666666666668,9.620833333333334,7.104166666666668,8.650833333333335,5.2508333333333335,5.969565217391307,,5.46111111111111,6.6347826086956525,7.056521739130438,6.204999999999999,6.608333333333332,,7.490833333333335,8.089411764705883,,7.170833333333332,7.36898305084746,21.77800000000001,,8.411833333333332,7.211833333333334,,,7.276333333333333,7.768999999999997,,6.448135593220343,18.861833333333326,6.403728813559325,6.999000000000001,6.972833333333332,21.930508474576293,6.461016949152544,,7.07,6.841666666666666,,23.55,6.45,5.85,7.8045454545454565,4.892307692307692,6.286666666666666,,6.995833333333335,7.6446808510638276,,,6.511166666666666,6.070909090909091,5.516666666666668,,8.483478260869566,6.116666666666666,6.369999999999999,,,7.173913043478262,11.11363636363636,,5.634782608695652,5.625000000000001,,5.9,,5.32,6.0911111111111085,6.2562500000000005,,9.616666666666664,6.833333333333332,5.9695652173913025,,7.1,7.52962962962963,7.425918500000001,8.384999999999998,,,11.054166666666665,4.7995833333333335,21.97083333333333,,,,,,,,,,,
2019-11-20 01:00:00+01:00,6.416666666666668,17.39166666666667,8.058333333333332,5.809999999999999,6.159090909090907,6.0041666666666655,9.082916666666668,5.815517241379316,6.861250000000003,5.251428571428572,7.120833333333334,17.908333333333335,7.411249999999999,4.808333333333332,9.541666666666666,,5.265,6.095833333333331,,,6.961538461538463,9.404166666666667,6.778260869565218,8.589833333333333,5.213333333333334,5.747999999999998,,5.372222222222222,6.2227272727272736,6.712499999999999,6.059583333333332,6.558333333333333,,6.317083333333333,7.939999999999999,,7.119230769230768,7.245999999999998,21.530833333333334,,8.303333333333331,7.208833333333333,,,7.146833333333335,7.596166666666666,,6.361311475409835,20.39666666666666,6.1626229508196735,6.870499999999998,6.736833333333336,21.82655737704917,6.3118333333333325,,6.819999999999999,6.4482608695652175,,23.43043478260869,6.194166666666668,5.592307692307693,7.746363636363636,4.700000000000001,6.073333333333334,,6.958333333333336,7.110638297872336,,,6.232500000000001,5.866363636363636,5.133333333333334,,8.359166666666667,5.841666666666666,6.137500000000001,,,6.854166666666668,10.875000000000005,,5.433333333333334,5.550000000000002,,5.7,,4.796249999999999,5.828888888888892,6.145600000000003,,9.029166666666667,6.595833333333332,5.839583333333333,,6.666666666666668,7.494545454545454,7.259749999999999,8.314166666666667,,,10.9625,4.686470588235294,21.5125,,,,,,,,,,,
2019-11-20 02:00:00+01:00,6.220833333333332,17.066666666666666,7.983333333333333,5.481666666666667,5.809090909090909,5.996000000000001,8.909599999999998,5.571929824561403,6.769166666666666,4.944285714285714,6.758333333333333,17.900000000000006,7.278,4.708333333333335,9.344000000000003,,5.113636363636362,5.940000000000002,,,6.833333333333335,9.408333333333337,6.5956521739130425,8.479333333333331,4.980833333333334,5.429166666666666,,5.166666666666666,6.009090909090909,6.3291666666666675,5.813199999999998,6.383333333333337,,6.09875,,,7.016,7.225409836065571,21.37283333333333,,8.043442622950817,7.0426666666666655,,,6.863333333333332,7.450666666666668,,6.264666666666666,21.064833333333333,5.847166666666667,6.678499999999998,6.5525,22.03550000000001,6.166065573770492,,6.673684210526315,6.3966666666666665,,23.3375,6.066666666666666,5.554166666666666,7.651818181818182,4.730434782608696,5.906666666666666,,6.865217391304348,6.8434782608695635,,,5.986833333333335,5.746666666666666,4.958333333333332,5.4,8.099583333333335,5.4541666666666675,5.838749999999997,,,6.595833333333332,10.72083333333333,,5.240000000000001,5.5166666666666675,,5.5,,4.548800000000002,5.644444444444442,5.861666666666667,,8.845833333333333,6.433333333333336,5.665217391304347,,6.537499999999999,7.350909090909093,7.0558165,8.3525,,,10.754166666666665,4.514375,21.22916666666666,,,,,,,,,,,
2019-11-20 03:00:00+01:00,6.113043478260868,16.845833333333342,7.774999999999999,5.483478260869565,5.780952380952381,5.929166666666667,8.460454545454546,5.510714285714282,6.729583333333332,4.9071428571428575,6.673913043478258,17.86666666666667,7.03125,4.608333333333332,9.287500000000003,,5.052631578947367,5.833333333333335,,,6.69,9.26666666666667,6.5458333333333325,8.382499999999999,4.775454545454545,5.3875,,5.105555555555554,5.9818181818181815,6.154166666666664,5.666666666666665,6.3,,6.038333333333334,7.61,,6.972000000000001,7.205833333333333,21.29399999999999,,7.866000000000001,6.945000000000001,,,6.752166666666667,7.328333333333336,,6.163333333333331,21.39,5.812833333333333,6.561166666666664,6.338333333333333,22.81983333333333,6.033333333333332,,6.505000000000001,6.16608695652174,,23.2375,5.928333333333334,5.4541666666666675,7.5681818181818175,4.735999999999999,5.7857142857142865,,6.787500000000001,6.838297872340424,,,5.937166666666667,5.622727272727274,4.968000000000001,,7.879090909090907,5.312,5.73125,,,6.526086956521738,10.55,,5.174999999999999,5.4833333333333325,,5.4,,4.4245833333333335,5.537209302325581,5.820434782608697,,8.604166666666666,6.309090909090909,5.473478260869565,,6.444000000000001,7.345454545454547,6.869506749999998,7.903333333333332,,,10.599999999999996,4.5754166666666665,21.052,,,,,,,,,,,
2019-11-20 04:00:00+01:00,6.195652173913044,16.708,7.749999999999999,5.627826086956521,5.833333333333334,5.9125000000000005,8.612173913043478,5.518181818181817,6.548333333333335,4.93625,6.7913043478260855,17.800000000000004,7.0370833333333325,4.599999999999998,9.1375,,5.000000000000001,5.808333333333333,,,6.915384615384613,9.22083333333333,6.456521739130435,8.393728813559319,4.773636363636364,5.445833333333336,,5.158823529411767,6.0545454545454565,5.966666666666666,5.795833333333333,6.2666666666666675,,5.97,,,6.900000000000002,7.020000000000002,21.251333333333346,,7.907241379310345,6.939000000000004,,,6.78610169491525,7.2826666666666675,,6.121355932203389,20.876333333333328,5.971016949152544,6.4035593220339,6.315084745762713,23.15322033898307,6.030666666666665,,6.51,6.09304347826087,,23.15416666666667,5.79,5.326086956521741,7.547272727272728,4.608695652173912,5.753333333333333,,6.7333333333333325,7.08125,,,5.843220338983053,5.5672727272727265,4.98695652173913,,7.87304347826087,5.269565217391304,5.6775,,,6.520833333333332,10.413043478260873,,5.137499999999998,5.454545454545454,,5.4,,4.295416666666666,5.5325000000000015,5.846666666666668,,8.441666666666668,6.220833333333332,5.4443478260869576,,6.299999999999999,7.315094339622644,6.7612454999999985,7.740909090909091,,,10.629166666666661,4.591304347826087,20.95416666666666,,,,,,,,,,,
2019-11-20 05:00:00+01:00,6.220833333333332,16.569565217391304,7.508333333333333,5.879545454545454,5.6571428571428575,5.969565217391306,8.655652173913042,5.511111111111113,6.5959090909090925,4.921428571428572,6.730434782608696,17.808333333333334,6.8856521739130425,4.599999999999998,9.02608695652174,,4.960000000000003,5.791666666666665,,,6.883333333333334,9.062499999999998,6.421739130434784,8.242333333333336,4.758181818181818,5.441666666666666,,5.211764705882354,6.040909090909091,6.008333333333334,5.807272727272728,6.182608695652175,,5.769166666666668,7.630588235294117,,6.87916666666667,7.042166666666668,21.20866666666668,,8.033999999999999,6.958166666666667,,,6.887499999999998,7.306499999999999,,6.0185,20.660499999999992,6.103166666666667,6.399166666666668,6.389152542372884,23.29683333333332,5.983499999999999,,6.4631578947368435,5.7586956521739125,,23.02608695652174,5.784166666666668,5.352173913043479,7.595,4.672727272727271,5.7142857142857135,,6.649999999999999,7.135416666666671,,,5.769499999999997,5.4736363636363645,5.025,,7.836956521739127,5.3,5.58,,,6.5565217391304325,10.359090909090913,,5.047826086956522,5.4818181818181815,,,,4.255416666666668,5.5266666666666655,6.12625,,8.354166666666666,6.2666666666666675,5.469565217391303,,6.195652173913044,7.311111111111118,6.785583333333332,7.632727272727273,,,10.613043478260863,4.534545454545455,20.845454545454547,,,,,,,,,,,
2019-11-20 06:00:00+01:00,6.208695652173913,16.452380952380945,7.590909090909091,5.821363636363637,5.850000000000001,6.012499999999998,8.11608695652174,5.583333333333332,6.550833333333332,4.842857142857143,6.717391304347827,17.800000000000004,6.5699999999999985,4.563636363636364,8.772727272727273,,4.958333333333333,5.782608695652173,,,6.7,9.0,6.317391304347828,8.208166666666665,4.829999999999999,5.4818181818181815,,5.161111111111111,6.159090909090909,5.808695652173912,5.769166666666666,6.108695652173912,,5.6872727272727275,7.608888888888888,,6.791999999999999,7.104067796610173,21.14933333333331,,8.010333333333334,6.982333333333334,,,6.746333333333333,7.296166666666667,,5.988500000000001,21.08316666666667,6.091833333333333,6.149166666666668,6.423500000000002,23.37500000000001,6.046833333333334,,6.4947368421052625,5.797499999999999,,22.96521739130434,5.784166666666668,5.379166666666667,7.587272727272728,4.583333333333332,5.793333333333332,,6.4739130434782615,6.963265306122446,,,5.736333333333333,5.483636363636363,5.013636363636365,5.4,7.709999999999999,5.330434782608696,5.5150000000000015,,,6.645454545454545,10.391666666666673,,5.090476190476188,5.4833333333333325,,5.4,,4.1866666666666665,5.551063829787233,6.301,,7.904545454545455,6.333333333333332,5.4366666666666665,,6.10869565217391,7.294339622641514,6.778869500000001,7.064166666666666,,,10.695238095238093,4.334583333333332,20.73913043478261,,,,,,,,,,,
2019-11-20 07:00:00+01:00,6.190909090909091,16.335000000000004,7.7666666666666675,5.626086956521739,6.014999999999999,5.9869565217391285,7.965238095238098,5.596296296296294,6.633478260869566,4.834285714285714,6.791304347826087,17.800000000000004,6.7705,4.54782608695652,8.960869565217392,,5.040909090909091,5.7391304347826075,,,6.745454545454546,8.937500000000004,6.404545454545456,8.470833333333331,4.868333333333332,5.521739130434781,,5.1941176470588255,6.042105263157895,5.7210526315789485,5.851363636363637,6.104347826086954,,5.682608695652175,7.59491525423729,,6.843478260869567,7.016333333333336,21.118000000000006,,7.841666666666668,6.927333333333336,,,6.756779661016947,7.186333333333333,,6.029333333333335,20.411355932203378,5.9913333333333325,6.1149999999999975,6.442500000000001,23.399333333333338,6.004166666666667,,6.4526315789473685,6.06608695652174,,23.42727272727273,5.8325000000000005,5.322727272727274,7.559999999999999,4.590476190476188,5.692857142857143,,6.571428571428571,7.048936170212767,,,5.842833333333334,5.409090909090909,5.041666666666667,5.5,7.786818181818182,5.452173913043478,5.498571428571428,,,6.627272727272725,10.243478260869566,,5.0631578947368405,5.541666666666668,,5.5,,4.1117647058823525,5.546666666666664,6.204761904761906,,8.957142857142857,6.313043478260869,5.481363636363636,,6.090000000000002,7.28518518518519,6.670608500000001,6.822727272727272,,,10.699999999999994,4.378125000000002,20.715,,,,,,,,,,,
2019-11-20 08:00:00+01:00,6.441666666666666,16.300000000000008,7.791666666666668,6.0237500000000015,6.127272727272725,6.2440000000000015,8.1312,5.659649122807016,6.665599999999999,5.1525,6.839130434782611,17.858333333333334,6.7964,4.604166666666665,8.70833333333333,,5.1190476190476195,5.837500000000002,,,6.576923076923076,8.854166666666671,6.6565217391304365,8.497499999999997,4.875,5.570833333333333,,5.605882352941176,6.013636363636363,5.787500000000001,6.067916666666667,6.095833333333331,,5.670416666666667,7.802857142857144,,6.944000000000003,7.117500000000002,21.151000000000007,,8.023,7.0246666666666675,,,6.9034999999999975,7.267666666666668,,6.086333333333332,19.889333333333337,6.285166666666666,6.210166666666666,6.673333333333336,23.44133333333334,6.042333333333333,,6.499999999999999,5.896249999999998,,24.32916666666667,5.929166666666666,5.329166666666667,7.6409090909090915,4.721739130434782,5.933333333333335,,6.7375000000000025,7.182608695652172,,,5.8613333333333335,5.532727272727271,5.079166666666667,,7.843333333333333,5.620833333333333,5.528749999999999,,,6.7666666666666675,10.158333333333328,5.999375,5.141666666666667,5.7,,5.5,,4.253749999999998,5.5285714285714285,6.3775999999999975,,8.34166666666667,6.383333333333336,5.487916666666668,,6.372727272727271,7.227272727272725,6.8115995,6.227499999999999,,,10.754166666666672,4.3576,20.2,,,,,,,,,,,
2019-11-20 09:00:00+01:00,6.669565217391306,16.300000000000008,7.516666666666667,6.347083333333334,6.21818181818182,6.420833333333333,7.8966666666666665,5.7508771929824505,6.735,5.405714285714287,6.812500000000003,17.883333333333336,6.896250000000001,4.732,8.612499999999997,,5.152631578947369,5.9999999999999964,,,6.816666666666666,8.908000000000003,6.860869565217392,8.418333333333333,4.948333333333334,5.684,,5.68888888888889,6.1238095238095225,5.881818181818181,6.25875,6.103999999999997,,5.714166666666666,8.055423728813558,,7.016,7.313166666666668,21.121333333333336,,8.275499999999997,7.128166666666666,,,7.255333333333334,7.365499999999999,,6.271333333333333,19.494333333333334,6.537000000000003,6.486333333333332,6.704499999999998,23.4885,6.196666666666669,,6.594999999999999,5.856521739130434,,23.254166666666666,5.767499999999999,5.645833333333335,7.952727272727272,5.055999999999998,6.040000000000001,,6.800000000000002,7.306250000000006,,,5.8599999999999985,5.642727272727273,5.204166666666668,5.666666666666668,8.036521739130436,5.7120000000000015,5.562500000000001,,,6.850000000000001,10.220833333333333,6.195789473684207,5.216000000000001,5.875,,6.0,,4.2504,5.631999999999994,6.3187500000000005,,8.236000000000002,6.412500000000001,5.6866666666666665,,6.929166666666666,7.199999999999991,6.801528749999999,6.1339999999999995,,,10.891666666666673,4.4775,20.59583333333334,,,,,,,,,,,
